id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,country_name,iso_country,region_name,iso_region,local_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,score,last_updated
#meta +id,#meta +code,#loc +airport +type,#loc +airport +name,#geo +lat,#geo +lon,#geo +elevation +ft,#region +continent +code,#country +name,#country +code +iso2,#adm1 +name,#adm1 +code +iso,#adm1 +code +local,#loc +municipality +name,#status +scheduled,#loc +airport +code +gps,#loc +airport +code +iata,#loc +airport +code +local,#meta +url +airport,#meta +url +wikipedia,#meta +keywords,#meta +score,#date +updated
339309,PH-0301,heliport,SM Center Ormoc Heliport,11.0116,124.60801,,AS,Philippines,PH,Leyte Province,PH-LEY,LEY,Ormoc,0,,,,,,,0,2021-01-12T12:28:28+00:00
325585,PH-0016,heliport,Bayview Accommodations Heliport,13.92418,121.704224,,AS,Philippines,PH,Quezon Province,PH-QUE,QUE,Pagbilao,0,,,,,,Bayview Accommodation; Bantigue,0,2020-12-16T11:19:01+00:00
504827,PH-0528,heliport,Naval Station Juan Magluyan Heliport,5.06919,119.88565,3,AS,Philippines,PH,Tawi-Tawi Province,PH-TAW,TAW,Panglima Sugala,0,,,,,,,0,2022-11-14T13:32:26+00:00
325900,PH-0059,heliport,Solaire Manila Resort & Casino Heliport 1,14.523574,120.980773,,AS,Philippines,PH,National Capital Region (Metropolitan Manila),PH-00,0,Parañaque,0,,,,,,"Solaire Resort, Solaire Casino, Parañaque",0,2023-11-12T10:52:55+00:00
325901,PH-0060,heliport,Solaire Manila Resort & Casino Heliport 2,14.522153,120.980911,,AS,Philippines,PH,National Capital Region (Metropolitan Manila),PH-00,0,Parañaque,0,,,,,,"Solaire Manila Resort & Casino, Parañaque",0,2023-11-12T10:53:14+00:00
326069,PH-0150,seaplane_base,Parañaque Seaplane Base,14.502193,120.989548,,AS,Philippines,PH,National Capital Region (Metropolitan Manila),PH-00,0,Parañaque,0,,,,,,Parañaque,0,2020-10-21T13:05:41+00:00
339280,PH-0275,heliport,SM City Bicutan Heliport,14.48567,121.04317,,AS,Philippines,PH,National Capital Region (Metropolitan Manila),PH-00,0,Parañaque,0,,,,,,,0,2021-01-12T11:29:43+00:00
339302,PH-0295,heliport,SM City Sucat Heliport,14.48348,120.99399,,AS,Philippines,PH,National Capital Region (Metropolitan Manila),PH-00,0,Parañaque,0,,,,,,,0,2021-01-12T12:10:12+00:00
504834,PH-0535,heliport,Okada Manila Rooftop Heliport,14.51534,120.98119,,AS,Philippines,PH,National Capital Region (Metropolitan Manila),PH-00,0,Parañaque,0,,,,,,,0,2022-11-15T16:40:25+00:00
504875,PH-0559,heliport,Washington Tower Helipad,14.511284,120.977824,,AS,Philippines,PH,National Capital Region (Metropolitan Manila),PH-00,0,Parañaque,0,,,,,,,0,2022-11-15T16:45:38+00:00
504876,PH-0560,heliport,Cleveland Tower Helipad,14.510671,120.977443,,AS,Philippines,PH,National Capital Region (Metropolitan Manila),PH-00,0,Parañaque,0,,,,,,,0,2022-11-15T16:45:23+00:00
504877,PH-0561,heliport,Burgundy McKinley Place Helipad,14.510411,120.977905,,AS,Philippines,PH,National Capital Region (Metropolitan Manila),PH-00,0,Parañaque,0,,,,,,,0,2022-11-15T16:45:53+00:00
504878,PH-0562,heliport,Okada Manila Boardwalk Heliport,14.513019,120.97747,10,AS,Philippines,PH,National Capital Region (Metropolitan Manila),PH-00,0,Parañaque,0,,,,,,,0,2023-11-12T10:51:04+00:00
504880,PH-0564,heliport,City of Dreams Manila Helipad,14.524906,120.99234,,AS,Philippines,PH,National Capital Region (Metropolitan Manila),PH-00,0,Parañaque,0,,,,,,,0,2022-11-15T16:44:43+00:00
504885,PH-0569,heliport,Ri-Rance Helipad,14.52662,120.9917,,AS,Philippines,PH,National Capital Region (Metropolitan Manila),PH-00,0,Parañaque,0,,,,,,,0,2022-11-15T20:15:17+00:00
325893,PH-0056,heliport,Sofitel Philippine Plaza Hotel Heliport,14.552693,120.980409,,AS,Philippines,PH,National Capital Region (Metropolitan Manila),PH-00,0,Pasay,0,,,,,,Sofitel Philippine Plaza Hotel,0,2020-10-21T13:21:26+00:00
325895,PH-0057,heliport,CCP Open Grounds Heliport,14.552598,120.983714,20,AS,Philippines,PH,National Capital Region (Metropolitan Manila),PH-00,0,Pasay,0,,,,,,"CCP Open Field, Pasay",0,2022-01-25T16:29:42+00:00
325896,PH-0058,heliport,Conrad Manila Hotel Heliport,14.531926,120.980394,,AS,Philippines,PH,National Capital Region (Metropolitan Manila),PH-00,0,Pasay,0,,,,,,"Conrad Manila Hotel, Pasay",0,2020-12-29T13:42:25+00:00
325981,PH-0083,heliport,Manila Marriott Hotel Heliport,14.52032,121.019152,,AS,Philippines,PH,National Capital Region (Metropolitan Manila),PH-00,0,Pasay,0,,,,,,Manila Marriott Hotel,0,2020-12-29T13:44:06+00:00
334477,PH-0165,closed,Air Juan Seaplane Base,14.556705,120.979401,,AS,Philippines,PH,National Capital Region (Metropolitan Manila),PH-00,0,Pasay,1,,,,,,,0,2024-06-26T14:57:42+00:00
338284,PH-0263,heliport,One E-Com Center Helipad,14.537586,120.981547,,AS,Philippines,PH,National Capital Region (Metropolitan Manila),PH-00,0,Pasay,0,,,,,,,0,2020-12-29T13:46:32+00:00
338286,PH-0264,heliport,SM Mall of Asia North Wing Helipad,14.53674,120.981671,,AS,Philippines,PH,National Capital Region (Metropolitan Manila),PH-00,0,Pasay,0,,,,,,,0,2020-12-29T13:50:58+00:00
338287,PH-0265,heliport,SM Mall of Asia South Wing Helipad,14.533598,120.98181,,AS,Philippines,PH,National Capital Region (Metropolitan Manila),PH-00,0,Pasay,0,,,,,,,0,2020-12-29T13:51:45+00:00
338288,PH-0266,heliport,GSIS Complex Helipad,14.546694,120.984036,,AS,Philippines,PH,National Capital Region (Metropolitan Manila),PH-00,0,Pasay,0,,,,,,,0,2020-12-29T13:53:41+00:00
338289,PH-0267,heliport,Philippine National Bank Financial Complex Heliport,14.548667,120.988382,,AS,Philippines,PH,National Capital Region (Metropolitan Manila),PH-00,0,Pasay,0,,,,,,,0,2020-12-29T13:55:15+00:00
504879,PH-0563,heliport,Five E-Com Center Helipad,14.53931,120.98245,,AS,Philippines,PH,National Capital Region (Metropolitan Manila),PH-00,0,Pasay,0,,,,,,,0,2022-11-15T16:43:20+00:00
325865,PH-0035,heliport,Joy-Nostalg Heliport,14.587541,121.060526,,AS,Philippines,PH,National Capital Region (Metropolitan Manila),PH-00,0,Pasig,0,,,,,,"Joy-Nostalg, San Antonio Rescue",0,2017-12-17T04:09:22+00:00
325874,PH-0037,heliport,Malayan Plaza Heliport,14.586611,121.060012,,AS,Philippines,PH,National Capital Region (Metropolitan Manila),PH-00,0,Pasig,0,,,,,,Malaysian Plaza,0,2021-03-03T14:39:18+00:00
325876,PH-0039,heliport,Discovery Suites Heliport,14.585852,121.060233,,AS,Philippines,PH,National Capital Region (Metropolitan Manila),PH-00,0,Pasig,0,,,,,,Discovery Suites,0,2021-03-03T14:37:26+00:00
325877,PH-0040,heliport,Philippine Stock Exchange West Tower Heliport,14.582518,121.061614,,AS,Philippines,PH,National Capital Region (Metropolitan Manila),PH-00,0,Pasig,0,,,,,,Philippine Stock Exchange,0,2017-12-17T18:51:58+00:00
325878,PH-0041,heliport,Philippine Stock Exchange East Tower Heliport,14.58251,121.062262,,AS,Philippines,PH,National Capital Region (Metropolitan Manila),PH-00,0,Pasig,0,,,,,,Philippine Stock Exchange,0,2017-12-17T19:00:43+00:00
325882,PH-0045,heliport,Orient Square Heliport,14.58534,121.061291,,AS,Philippines,PH,National Capital Region (Metropolitan Manila),PH-00,0,Pasig,0,,,,,,"Orient Square, Pasig",0,2021-03-03T14:36:41+00:00
325883,PH-0046,heliport,Taipan Place Heliport,14.584999,121.062053,,AS,Philippines,PH,National Capital Region (Metropolitan Manila),PH-00,0,Pasig,0,,,,,,"Taipan Place, Pasig",0,2021-03-03T14:36:05+00:00
325884,PH-0047,heliport,iSquare Heliport,14.5856,121.06338,,AS,Philippines,PH,National Capital Region (Metropolitan Manila),PH-00,0,Pasig,0,,,,,,"iSquare, Pasig",0,2021-03-03T14:35:39+00:00
325885,PH-0048,heliport,Union Bank Plaza Heliport,14.587149,121.063516,,AS,Philippines,PH,National Capital Region (Metropolitan Manila),PH-00,0,Pasig,0,,,,,,"Union Bank Plaza, Pasig",0,2021-03-03T14:39:43+00:00
325886,PH-0049,heliport,MERALCO Ortigas Heliport,14.591288,121.07033,,AS,Philippines,PH,National Capital Region (Metropolitan Manila),PH-00,0,Pasig,0,,,,,,"MERALCO Ortigas, Pasig",0,2017-12-17T21:39:31+00:00
325977,PH-0080,heliport,207th Tactical Helicopter Squadron Heliport,14.516384,121.028631,,AS,Philippines,PH,National Capital Region (Metropolitan Manila),PH-00,0,Pasig,0,,,,,,207th Tactical Helicopter Squadron,0,2021-01-12T10:51:14+00:00
337654,PH-0212,heliport,Medical City Helipad,14.589721,121.069081,,AS,Philippines,PH,National Capital Region (Metropolitan Manila),PH-00,0,Pasig,0,,,,,,,0,2020-12-13T05:32:34+00:00
339284,PH-0279,heliport,SM City East Ortigas Heliport,14.58763,121.10485,,AS,Philippines,PH,National Capital Region (Metropolitan Manila),PH-00,0,Pasig,0,,,,,,,0,2021-01-12T11:34:21+00:00
341579,PH-0330,heliport,Belvedere Tower Helipad,14.57963,121.05879,,AS,Philippines,PH,National Capital Region (Metropolitan Manila),PH-00,0,Pasig,0,,,,,,,0,2021-03-03T14:29:13+00:00
341580,PH-0331,heliport,Pacific Center Building Helipad,14.58125,121.06005,,AS,Philippines,PH,National Capital Region (Metropolitan Manila),PH-00,0,Pasig,0,,,,,,,0,2021-03-03T14:30:04+00:00
341581,PH-0332,heliport,Octagon Center Helipad,14.58212,121.06034,,AS,Philippines,PH,National Capital Region (Metropolitan Manila),PH-00,0,Pasig,0,,,,,,,0,2021-03-03T14:30:47+00:00
341583,PH-0334,heliport,Robinsons Equitable Tower Helipad,14.58965,121.05995,,AS,Philippines,PH,National Capital Region (Metropolitan Manila),PH-00,0,Pasig,0,,,,,,,0,2021-03-03T14:40:59+00:00
341584,PH-0335,heliport,AIC Burgundy Empire Tower Helipad,14.58969,121.06098,,AS,Philippines,PH,National Capital Region (Metropolitan Manila),PH-00,0,Pasig,0,,,,,,,0,2021-03-03T14:42:37+00:00
341586,PH-0337,closed,Parc Royale Building Helipad,14.58401,121.06191,,AS,Philippines,PH,National Capital Region (Metropolitan Manila),PH-00,0,Pasig,0,,,,,,,0,2021-03-03T14:46:40+00:00
341587,PH-0338,heliport,Antel Global Business Center Helipad,14.58398,121.06289,,AS,Philippines,PH,National Capital Region (Metropolitan Manila),PH-00,0,Pasig,0,,,,,,,0,2021-03-03T14:48:26+00:00
341588,PH-0339,heliport,Avant Garde Residences Helipad,14.58359,121.06325,,AS,Philippines,PH,National Capital Region (Metropolitan Manila),PH-00,0,Pasig,0,,,,,,,0,2021-03-03T14:49:31+00:00
341589,PH-0340,heliport,Prestige Tower Helipad,14.586006,121.061937,,AS,Philippines,PH,National Capital Region (Metropolitan Manila),PH-00,0,Pasig,0,,,,,,,0,2021-03-03T14:52:22+00:00
341590,PH-0341,heliport,Raffles Building Helipad,14.58625,121.062064,,AS,Philippines,PH,National Capital Region (Metropolitan Manila),PH-00,0,Pasig,0,,,,,,,0,2021-03-03T14:53:12+00:00
341591,PH-0342,heliport,Holiday Inn Galleria Manila Helipad,14.59002,121.06019,,AS,Philippines,PH,National Capital Region (Metropolitan Manila),PH-00,0,Pasig,0,,,,,,,0,2021-03-03T14:54:48+00:00
343866,PH-0393,closed,Pasig Airfield,14.58477,121.10098,39,AS,Philippines,PH,National Capital Region (Metropolitan Manila),PH-00,0,Pasig,0,,,,,,,0,2021-05-02T11:02:18+00:00
337849,PH-0256,closed,Pilar Airfield,14.66134,120.54809,,AS,Philippines,PH,Bataan Province,PH-BAN,BAN,Pilar,0,,,,,,,0,2020-12-16T16:59:19+00:00
508757,PH-0574,heliport,Mount Samat Heliport,14.6065,120.50886,1759,AS,Philippines,PH,Bataan Province,PH-BAN,BAN,Pilar,0,,,,,,,0,2023-05-18T11:46:51+00:00
504824,PH-0525,heliport,Camp Angeles Heliport,13.61704,123.30066,407,AS,Philippines,PH,Camarines Sur Province,PH-CAS,CAS,Pili,0,,,,,,,0,2022-11-14T12:51:01+00:00
349556,PH-0437,closed,Bad-As Airport,9.63305,125.55638,344,AS,Philippines,PH,Surigao del Norte Province,PH-SUN,SUN,Placer,0,,,,,,,0,2021-11-08T18:13:12+00:00
326146,PH-0158,heliport,Wallace Air Force Station Heliport,16.619129,120.282753,,AS,Philippines,PH,La Union Province,PH-LUN,LUN,Poro Point (San Fernando),0,,,,,https://en.wikipedia.org/wiki/List_of_airports_in_the_Philippines#Military_airfields,"Wallace Air Force Station, Poro Point",0,2018-01-15T05:55:39+00:00
504734,PH-0508,heliport,Sabang Sheridan Beach Resort Heliport,10.19413,118.89578,,AS,Philippines,PH,Palawan Province,PH-PLW,PLW,Puerto Princesa,0,,,,,,,0,2022-11-08T03:56:29+00:00
504830,PH-0531,heliport,Naval Station Carlito Cunanan Heliport,10.02177,118.79342,37,AS,Philippines,PH,Palawan Province,PH-PLW,PLW,Puerto Princesa,0,,,,,,,0,2022-11-14T13:58:21+00:00
339299,PH-0292,heliport,SM Center Pulilan Heliport,14.89958,120.86933,,AS,Philippines,PH,Bulacan Province,PH-BUL,BUL,Pulilan,0,,,,,,,0,2021-01-12T12:05:23+00:00
326145,PH-0157,closed,San Carlos Community Airport [under construction],10.508784,123.434358,10,AS,Philippines,PH,Negros Occidental Province,PH-NEC,NEC,Punao,0,,,,,,"San Carlos, Punao",0,2021-10-12T12:09:15+00:00
325887,PH-0050,heliport,Eton Cyberpod Helipads,14.592181,121.060324,,AS,Philippines,PH,National Capital Region (Metropolitan Manila),PH-00,0,Quezon City,0,,,,,,"Eton Cyberpod, Quezon City",0,2017-12-17T21:57:00+00:00
326066,PH-0147,heliport,Ever Gotesco – Commonwealth Heliport,14.678164,121.085228,,AS,Philippines,PH,National Capital Region (Metropolitan Manila),PH-00,0,Quezon City,0,,,,,,"Ever Gotesco – Commonwealth, Quezon City",0,2020-10-21T13:47:08+00:00
337653,PH-0211,closed,Zablan Airfield,14.60182,121.06895,,AS,Philippines,PH,National Capital Region (Metropolitan Manila),PH-00,0,Quezon City,0,,,,,,,0,2020-12-13T05:29:32+00:00
337688,PH-0216,closed,Balara Airfield,14.66194,121.06533,,AS,Philippines,PH,National Capital Region (Metropolitan Manila),PH-00,0,Quezon City,0,,,,,,,0,2020-12-13T13:02:00+00:00
339285,PH-0280,heliport,SM City Fairview Heliport,14.7337,121.05984,,AS,Philippines,PH,National Capital Region (Metropolitan Manila),PH-00,0,Quezon City,0,,,,,,,0,2021-01-12T11:35:00+00:00
339297,PH-0290,heliport,SM City North EDSA Heliport,14.65691,121.03289,,AS,Philippines,PH,National Capital Region (Metropolitan Manila),PH-00,0,Quezon City,0,,,,,,,0,2021-01-12T12:02:44+00:00
339300,PH-0293,heliport,SM City Santa Mesa Heliport,14.603327,121.019265,,AS,Philippines,PH,National Capital Region (Metropolitan Manila),PH-00,0,Quezon City,0,,,,,,,0,2021-10-14T22:26:46+00:00
339301,PH-0294,heliport,SM City Novaliches Heliport,14.70875,121.03654,,AS,Philippines,PH,National Capital Region (Metropolitan Manila),PH-00,0,Quezon City,0,,,,,,,0,2021-01-12T12:08:55+00:00
340072,PH-0317,heliport,Camp Crame Heliport,14.60811,121.05508,,AS,Philippines,PH,National Capital Region (Metropolitan Manila),PH-00,0,Quezon City,0,,,,,,,0,2021-01-25T12:47:56+00:00
340073,PH-0318,heliport,Aurora Tower Helipad,14.62278,121.05357,,AS,Philippines,PH,National Capital Region (Metropolitan Manila),PH-00,0,Quezon City,0,,,,,,,0,2021-01-25T12:48:56+00:00
341585,PH-0336,heliport,Crowne Plaza Manila Galleria Helipad,14.59077,121.06096,,AS,Philippines,PH,National Capital Region (Metropolitan Manila),PH-00,0,Quezon City,0,,,,,,,0,2021-03-03T14:55:16+00:00
341592,PH-0343,heliport,Caswynn Building Helipad,14.63256,121.0439,,AS,Philippines,PH,National Capital Region (Metropolitan Manila),PH-00,0,Quezon City,0,,,,,,,0,2021-03-03T14:56:16+00:00
341593,PH-0344,heliport,GMA Network Tower Helipad,14.6334,121.04391,,AS,Philippines,PH,National Capital Region (Metropolitan Manila),PH-00,0,Quezon City,0,,,,,,,0,2021-03-03T14:57:23+00:00
341594,PH-0345,heliport,Eton Centris Heliport,14.64118,121.04029,,AS,Philippines,PH,National Capital Region (Metropolitan Manila),PH-00,0,Quezon City,0,,,,,,,0,2021-03-03T15:13:21+00:00
341595,PH-0346,heliport,Eton Heliport,14.64213,121.04137,,AS,Philippines,PH,National Capital Region (Metropolitan Manila),PH-00,0,Quezon City,0,,,,,,,0,2021-03-03T15:14:23+00:00
341596,PH-0347,heliport,National Office Building Helipad,14.64248,121.0432,,AS,Philippines,PH,National Capital Region (Metropolitan Manila),PH-00,0,Quezon City,0,,,,,,,0,2021-03-03T15:15:18+00:00
341597,PH-0348,heliport,DILG-NAPOLCOM Center Helipad,14.64463,121.03669,,AS,Philippines,PH,National Capital Region (Metropolitan Manila),PH-00,0,Quezon City,0,,,,,,,0,2021-03-03T15:16:09+00:00
343583,PH-0361,heliport,ABS-CBN Building Helipad,14.63962,121.03531,,AS,Philippines,PH,National Capital Region (Metropolitan Manila),PH-00,0,Quezon City,0,,,,,,,0,2021-04-29T12:26:40+00:00
343865,PH-0392,closed,Zablan Auxiliary Airfield,14.59795,121.08115,59,AS,Philippines,PH,National Capital Region (Metropolitan Manila),PH-00,0,Quezon City,0,,,,,,,0,2021-05-02T11:01:13+00:00
349889,PH-0447,heliport,Veterans Memorial Medical Center Heliport,14.65752,121.0413,148,AS,Philippines,PH,National Capital Region (Metropolitan Manila),PH-00,0,Quezon City,0,,,,,,,0,2021-11-21T22:25:33+00:00
514784,PH-0580,heliport,Portal Heliport,14.73177,121.07452,292,AS,Philippines,PH,National Capital Region (Metropolitan Manila),PH-00,0,Quezon City,0,,,,,,,0,2023-11-12T10:55:18+00:00
514791,PH-0581,heliport,Victoriano Luna Medical Center Heliport,14.63521,121.05136,,AS,Philippines,PH,National Capital Region (Metropolitan Manila),PH-00,0,Quezon City,0,,,,,,,0,2023-11-12T18:17:03+00:00
514792,PH-0582,heliport,SSS Main Building Helipad,14.639701,121.047714,,AS,Philippines,PH,National Capital Region (Metropolitan Manila),PH-00,0,Quezon City,0,,,,,,,0,2023-11-12T18:22:13+00:00
514793,PH-0583,heliport,Araneta Center Helipad,14.620873,121.051308,,AS,Philippines,PH,National Capital Region (Metropolitan Manila),PH-00,0,Quezon City,0,,,,,,,0,2023-11-12T18:23:49+00:00
514794,PH-0584,heliport,Wil Tower Helipad,14.638218,121.037235,,AS,Philippines,PH,National Capital Region (Metropolitan Manila),PH-00,0,Quezon City,0,,,,,,,0,2023-11-12T18:25:03+00:00
559666,PH-0613,heliport,SM Araneta City Heliport,14.61858,121.05607,,AS,Philippines,PH,National Capital Region (Metropolitan Manila),PH-00,0,Quezon City,0,,,,,,SM Cubao,0,2024-11-22T15:44:31+00:00
559667,PH-0614,heliport,Camp Aguinaldo Heliport,14.609476,121.062922,190,AS,Philippines,PH,National Capital Region (Metropolitan Manila),PH-00,0,Quezon City,0,,,,,,,0,2024-11-22T15:46:45+00:00
325678,PH-0019,heliport,Reserva Helipad,15.814874,121.54704,,AS,Philippines,PH,Aurora Province,PH-AUR,AUR,Reserva,0,,,,,,Reserva,0,2017-12-02T02:22:59+00:00
535398,PH-0596,closed,Latud Airport,8.624722,117.279444,,AS,Philippines,PH,Palawan Province,PH-PLW,PLW,Rizal,0,,,,,,,0,2024-06-29T08:58:17+00:00
535423,PH-0597,closed,Punta Baja Airfield,9.0614,117.65386,,AS,Philippines,PH,Palawan Province,PH-PLW,PLW,Rizal,0,,,,,,,0,2024-06-29T12:36:17+00:00
337805,PH-0230,heliport,SM City Rosales Heliport,15.87993,120.60296,,AS,Philippines,PH,Pangasinan Province,PH-PAN,PAN,Rosales,0,,,,,,,0,2020-12-16T11:21:26+00:00
325907,PH-0062,heliport,Petron Rosario Refinery Helipad,14.41274,120.856393,,AS,Philippines,PH,Cavite Province,PH-CAV,CAV,Rosario,0,,,,,,Petron Rosario Refinery,0,2017-12-19T01:11:08+00:00
334478,PH-0166,heliport,SM City Rosario Heliport,14.40933,120.85583,,AS,Philippines,PH,Cavite Province,PH-CAV,CAV,Rosario,0,,,,,,,0,2020-12-16T17:07:50+00:00
335148,PH-0174,closed,Sabang South Bay Domestic Airport,14.44186,120.582397,,AS,Philippines,PH,Bataan Province,PH-BAN,BAN,Sabang,0,,,,,,,0,2020-10-15T11:20:02+00:00
504857,PH-0543,seaplane_base,Sabang South Bay Seaplane Base,14.44103,120.58456,,AS,Philippines,PH,Bataan Province,PH-BAN,BAN,Sabang,0,,,,,,,0,2022-11-15T10:15:13+00:00
343754,PH-0388,heliport,Sagada Heliport,17.08053,120.90142,4915,AS,Philippines,PH,Mountain Province,PH-MOU,MOU,Sagada,0,,,,,,,0,2021-04-29T17:26:46+00:00
346315,PH-0414,closed,Sagay Airfield,10.87527,123.41598,171,AS,Philippines,PH,Negros Occidental Province,PH-NEC,NEC,Sagay,0,,,,,,,0,2021-07-09T13:03:09+00:00
335147,PH-0173,heliport,Bataan 2020 Helipad,14.768859,120.504089,,AS,Philippines,PH,Bataan Province,PH-BAN,BAN,Samal,0,,,,,,,0,2020-07-16T16:19:57+00:00
325699,PH-0021,heliport,Naval Base Ernesto Ogbinar Heliport,16.60643,120.289836,,AS,Philippines,PH,La Union Province,PH-LUN,LUN,San Fernando,0,,,,,,"Poro Point, San Fernando",0,2022-11-14T13:38:18+00:00
338321,PH-0269,heliport,SM City Pampanga Heliport,15.053802,120.697947,,AS,Philippines,PH,Pampanga Province,PH-PAM,PAM,San Fernando,0,,,,,,,0,2020-12-29T16:32:24+00:00
508738,PH-0572,heliport,Honda Cars Pampanga Heliport,15.05015,120.66596,62,AS,Philippines,PH,Pampanga Province,PH-PAM,PAM,San Fernando,0,,,,,,,0,2023-05-18T05:45:45+00:00
345017,PH-0410,closed,Akle Airfield,15.04659,121.07582,285,AS,Philippines,PH,Bulacan Province,PH-BUL,BUL,San Ildefonso,0,,,,,,,0,2021-05-28T07:39:03+00:00
349562,PH-0443,closed,Elmore Airfield,12.43947,121.08588,85,AS,Philippines,PH,Occidental Mindoro Province,PH-MDC,MDC,San Jose,0,,,,,,,0,2021-11-08T18:23:34+00:00
349563,PH-0444,closed,Hill Airfield,12.39112,121.05336,33,AS,Philippines,PH,Occidental Mindoro Province,PH-MDC,MDC,San Jose,0,,,,,,,0,2021-11-08T18:24:33+00:00
349564,PH-0445,closed,Murtha Airfield,12.427,121.09905,13,AS,Philippines,PH,Occidental Mindoro Province,PH-MDC,MDC,San Jose,0,,,,,,,0,2021-11-08T18:25:29+00:00
339291,PH-0285,heliport,SM City San Jose del Monte Heliport,14.7864,121.07561,,AS,Philippines,PH,Bulacan Province,PH-BUL,BUL,San Jose del Monte,0,,,,,,,0,2021-01-12T11:56:34+00:00
337816,PH-0241,heliport,San Roque Dam Heliport,16.12728,120.68041,,AS,Philippines,PH,Pangasinan Province,PH-PAN,PAN,San Manuel,0,,,,,,,0,2020-12-16T11:51:54+00:00
339303,PH-0296,heliport,SM City San Mateo Heliport,14.67935,121.1149,,AS,Philippines,PH,Rizal Province,PH-RIZ,RIZ,San Mateo,0,,,,,,,0,2021-01-12T12:12:07+00:00
325799,PH-0031,heliport,Naval Station Leovigildo Gantioqui Heliport,14.960447,120.071002,,AS,Philippines,PH,Zambales Province,PH-ZMB,ZMB,San Miguel,0,,,,,https://en.wikipedia.org/wiki/U.S._Naval_Communications_Station_San_Miguel,"San Miguel, Naval Station LeoVigildo Gantioqui",0,2020-10-15T11:01:56+00:00
352976,PH-0477,heliport,Philippine Merchant Marine Academy Heliport,15.00074,120.06641,43,AS,Philippines,PH,Zambales Province,PH-ZMB,ZMB,San Narciso,0,,,,,,,0,2022-02-24T00:44:43+00:00
337761,PH-0224,heliport,SM City San Pablo Heliport,14.07168,121.30267,,AS,Philippines,PH,Laguna Province,PH-LAG,LAG,San Pablo,0,,,,,,,0,2020-12-15T16:06:28+00:00
348659,PH-0425,closed,Inandeng Airport,10.52637,119.2811,20,AS,Philippines,PH,Palawan Province,PH-PLW,PLW,San Vicente,0,,,,,,,0,2021-10-12T11:54:55+00:00
337352,PH-0195,closed,Santa Josefa (Aurora) Airstrip,8.02226,126.01582,115,AS,Philippines,PH,Agusan del Sur Province,PH-AGS,AGS,Santa Josefa,0,,,,,,,0,2021-10-05T23:26:33+00:00
337803,PH-0228,heliport,Santa Rosa Helipad,14.23919,121.05557,,AS,Philippines,PH,Laguna Province,PH-LAG,LAG,Santa Rosa,0,,,,,,,0,2020-12-16T09:52:35+00:00
337820,PH-0245,heliport,Monde Nissin Helipad,14.290169,121.101404,115,AS,Philippines,PH,Laguna Province,PH-LAG,LAG,Santa Rosa,0,,,,,,,0,2020-12-16T12:28:18+00:00
339304,PH-0297,heliport,SM City Santa Rosa Heliport,14.31313,121.09803,,AS,Philippines,PH,Laguna Province,PH-LAG,LAG,Santa Rosa,0,,,,,,,0,2021-01-12T12:15:56+00:00
533505,PH-0592,heliport,Camella Santo Tomas North Trails Helipad,14.10112,121.16911,581,AS,Philippines,PH,Batangas Province,PH-BTG,BTG,Santo Tomas,0,,,,,,,0,2024-06-15T23:22:41+00:00
351525,PH-0466,heliport,Maguindanao del Sur Provincial Capitol Heliport,6.87051,124.43664,119,AS,Philippines,PH,Maguindanao del Sur Province,PH-MDS,MDS,Shariff Aguak,0,,,,,,,0,2022-10-01T19:24:25+00:00
314924,SSV,closed,Siasi Airport,5.566779,120.841627,170,AS,Philippines,PH,Sulu Province,PH-SLU,SLU,Siasi,0,,,,,,"SSV, SSV",0,2020-09-24T12:01:06+00:00
551556,PH-0609,heliport,Sugkong Heliport,16.150903,120.545099,623,AS,Philippines,PH,Pangasinan Province,PH-PAN,PAN,Sison,0,,,,,,Sugcong,0,2024-10-09T12:19:44+00:00
551560,PH-0610,heliport,Northern Cement Corporation (NCC) Heliport,16.1696,120.56259,650,AS,Philippines,PH,Pangasinan Province,PH-PAN,PAN,Sison,0,,,,,,,0,2024-10-09T12:47:42+00:00
325770,PH-0028,heliport,Baquioen Heliport,16.084522,120.110154,,AS,Philippines,PH,Pangasinan Province,PH-PAN,PAN,Sual,0,,,,,,"Baquioen, Sual",0,2020-10-15T11:10:57+00:00
325785,PH-0029,heliport,Sual Power Plant Heliport,16.126615,120.097104,,AS,Philippines,PH,Pangasinan Province,PH-PAN,PAN,Sual,0,,,,,https://en.wikipedia.org/wiki/Sual_Power_Station,"Sual Power Plant, Pangasinan",0,2020-10-15T11:10:04+00:00
508760,PH-0577,heliport,Adventure Beach Heliport,14.76451,120.25655,13,AS,Philippines,PH,Zambales Province,PH-ZMB,ZMB,Subic,0,,,,,,,0,2023-05-18T12:06:33+00:00
508761,PH-0578,heliport,George Dewey Medical Center Heliport,14.77411,120.3067,594,AS,Philippines,PH,Zambales Province,PH-ZMB,ZMB,Subic,0,,,,,,,0,2023-05-18T12:10:01+00:00
337946,PH-0259,heliport,Royale Tagaytay Helipad,14.07723,120.86375,,AS,Philippines,PH,Cavite Province,PH-CAV,CAV,Tagaytay,0,,,,,,,0,2020-12-18T12:18:39+00:00
